antecedent_uid,antecedent_value,antecedent_name,consequent_uid,consequent_value,consequent_name
P000204,true,Has a cut point,P000140,true,$k_1$-space
P000204,true,Has a cut point,P000141,true,$k_2$-space
P000204,true,Has a cut point,P000172,true,Radial
P000204,true,Has a cut point,P000173,true,Pseudoradial
P000204,true,Has a cut point,P000192,true,Quasi-sober
P000204,true,Has a cut point,P000209,true,Density $\leq\mathfrak c$
P000204,false,Has a cut point,P000229,true,Semilocally simply connected
P000205,true,Cut point space,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000205,true,Cut point space,P000061,true,Cozero complemented
P000205,true,Cut point space,P000073,true,Sober
P000205,true,Cut point space,P000079,true,Sequential
P000205,true,Cut point space,P000080,true,Fréchet Urysohn
P000205,true,Cut point space,P000081,true,Countably tight
P000205,true,Cut point space,P000140,true,$k_1$-space
P000205,true,Cut point space,P000141,true,$k_2$-space
P000205,true,Cut point space,P000163,true,Cardinality $\leq\mathfrak c$
P000205,true,Cut point space,P000172,true,Radial
P000205,true,Cut point space,P000173,true,Pseudoradial
P000205,true,Cut point space,P000192,true,Quasi-sober
P000205,true,Cut point space,P000209,true,Density $\leq\mathfrak c$
P000205,true,Cut point space,P000226,false,Artinian
P000205,true,Cut point space,P000229,true,Semilocally simply connected
P000205,true,Cut point space,P000244,true,Has countable $\pi$-character
P000206,false,Strongly Choquet,P000209,true,Density $\leq\mathfrak c$
P000206,false,Strongly Choquet,P000229,true,Semilocally simply connected
P000207,true,Strongly collectionwise normal,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000207,false,Strongly collectionwise normal,P000209,true,Density $\leq\mathfrak c$
P000207,false,Strongly collectionwise normal,P000229,true,Semilocally simply connected
P000208,true,Noetherian,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000208,true,Noetherian,P000061,true,Cozero complemented
P000208,true,Noetherian,P000068,true,Rothberger
P000208,true,Noetherian,P000085,true,Basically disconnected
P000208,true,Noetherian,P000150,true,$\omega$-Rothberger
P000208,true,Noetherian,P000151,true,Strategically Rothberger
P000208,true,Noetherian,P000163,true,Cardinality $\leq\mathfrak c$
P000208,true,Noetherian,P000172,true,Radial
P000208,true,Noetherian,P000173,true,Pseudoradial
P000208,true,Noetherian,P000209,true,Density $\leq\mathfrak c$
P000208,true,Noetherian,P000210,true,$\alpha_1$
P000208,true,Noetherian,P000211,true,$\alpha_{1.5}$
P000208,true,Noetherian,P000212,true,$\alpha_2$
P000208,true,Noetherian,P000213,true,$\alpha_3$
P000208,true,Noetherian,P000214,true,$\alpha_4$
P000208,true,Noetherian,P000217,true,Strongly zero-dimensional
P000208,true,Noetherian,P000229,true,Semilocally simply connected
P000209,false,Density $\leq\mathfrak c$,P000210,true,$\alpha_1$
P000209,false,Density $\leq\mathfrak c$,P000211,true,$\alpha_{1.5}$
P000209,false,Density $\leq\mathfrak c$,P000212,true,$\alpha_2$
P000209,false,Density $\leq\mathfrak c$,P000213,true,$\alpha_3$
P000209,false,Density $\leq\mathfrak c$,P000214,true,$\alpha_4$
P000209,false,Density $\leq\mathfrak c$,P000215,true,Hereditarily realcompact
P000209,false,Density $\leq\mathfrak c$,P000216,true,Hereditarily paracompact
P000209,false,Density $\leq\mathfrak c$,P000217,true,Strongly zero-dimensional
P000209,false,Density $\leq\mathfrak c$,P000218,true,Ultranormal
P000209,false,Density $\leq\mathfrak c$,P000219,true,Toronto
P000209,false,Density $\leq\mathfrak c$,P000220,true,Ultrametrizable
P000209,false,Density $\leq\mathfrak c$,P000223,true,Locally contractible
P000209,false,Density $\leq\mathfrak c$,P000224,true,Weakly locally contractible
P000209,false,Density $\leq\mathfrak c$,P000225,true,$LC$
P000209,false,Density $\leq\mathfrak c$,P000227,true,Has a discrete closed subset of size $\mathfrak c$
P000209,false,Density $\leq\mathfrak c$,P000228,true,Weakly first countable
P000209,false,Density $\leq\mathfrak c$,P000229,true,Semilocally simply connected
P000209,false,Density $\leq\mathfrak c$,P000230,true,Locally simply connected
P000209,false,Density $\leq\mathfrak c$,P000231,true,Weakly locally simply connected
P000209,false,Density $\leq\mathfrak c$,P000232,true,$LC^1$
P000209,false,Density $\leq\mathfrak c$,P000233,true,Has open path components
P000209,false,Density $\leq\mathfrak c$,P000234,true,Has open connected components
P000209,false,Density $\leq\mathfrak c$,P000235,true,Locally a Euclidean half-space
P000209,false,Density $\leq\mathfrak c$,P000236,true,Locally an $n$-Euclidean half-space
P000209,false,Density $\leq\mathfrak c$,P000239,true,Semilocally contractible
P000209,false,Density $\leq\mathfrak c$,P000240,true,CW complex
P000209,false,Density $\leq\mathfrak c$,P000244,true,Has countable $\pi$-character
P000210,true,$\alpha_1$,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000210,false,$\alpha_1$,P000229,true,Semilocally simply connected
P000211,true,$\alpha_{1.5}$,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000211,true,$\alpha_{1.5}$,P000210,true,$\alpha_1$
P000211,false,$\alpha_{1.5}$,P000229,true,Semilocally simply connected
P000212,true,$\alpha_2$,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000212,true,$\alpha_2$,P000210,true,$\alpha_1$
P000212,true,$\alpha_2$,P000211,true,$\alpha_{1.5}$
P000212,false,$\alpha_2$,P000229,true,Semilocally simply connected
P000213,true,$\alpha_3$,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000213,true,$\alpha_3$,P000210,true,$\alpha_1$
P000213,true,$\alpha_3$,P000211,true,$\alpha_{1.5}$
P000213,true,$\alpha_3$,P000212,true,$\alpha_2$
P000213,false,$\alpha_3$,P000229,true,Semilocally simply connected
P000214,true,$\alpha_4$,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000214,true,$\alpha_4$,P000210,true,$\alpha_1$
P000214,true,$\alpha_4$,P000211,true,$\alpha_{1.5}$
P000214,true,$\alpha_4$,P000212,true,$\alpha_2$
P000214,true,$\alpha_4$,P000213,true,$\alpha_3$
P000214,false,$\alpha_4$,P000229,true,Semilocally simply connected
P000215,true,Hereditarily realcompact,P000033,true,Countably metacompact
P000215,true,Hereditarily realcompact,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000215,true,Hereditarily realcompact,P000103,true,Strongly KC
P000215,true,Hereditarily realcompact,P000115,true,Subparacompact
P000215,true,Hereditarily realcompact,P000194,true,Submetacompact
P000215,false,Hereditarily realcompact,P000229,true,Semilocally simply connected
P000216,true,Hereditarily paracompact,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000216,false,Hereditarily paracompact,P000229,true,Semilocally simply connected
P000217,true,Strongly zero-dimensional,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000217,true,Strongly zero-dimensional,P000229,true,Semilocally simply connected
P000218,true,Ultranormal,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000218,true,Ultranormal,P000088,true,Collectionwise normal
P000218,true,Ultranormal,P000229,true,Semilocally simply connected
P000219,true,Toronto,P000041,true,Locally connected
P000219,true,Toronto,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000219,true,Toronto,P000061,true,Cozero complemented
P000219,true,Toronto,P000085,true,Basically disconnected
P000219,true,Toronto,P000172,true,Radial
P000219,true,Toronto,P000173,true,Pseudoradial
P000219,true,Toronto,P000210,true,$\alpha_1$
P000219,true,Toronto,P000211,true,$\alpha_{1.5}$
P000219,true,Toronto,P000212,true,$\alpha_2$
P000219,true,Toronto,P000213,true,$\alpha_3$
P000219,true,Toronto,P000214,true,$\alpha_4$
P000219,true,Toronto,P000217,true,Strongly zero-dimensional
P000219,true,Toronto,P000229,true,Semilocally simply connected
P000219,true,Toronto,P000234,true,Has open connected components
P000220,true,Ultrametrizable,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000220,true,Ultrametrizable,P000162,true,Realcompact
P000220,true,Ultrametrizable,P000186,true,Embeds in a topological $W$-group
P000220,true,Ultrametrizable,P000215,true,Hereditarily realcompact
P000222,true,Has a cofinite topology,P000026,true,Separable
P000222,true,Has a cofinite topology,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000222,true,Has a cofinite topology,P000068,true,Rothberger
P000222,true,Has a cofinite topology,P000104,true,Symmetrizable
P000222,true,Has a cofinite topology,P000117,true,Has a $\sigma$-locally finite network
P000222,true,Has a cofinite topology,P000150,true,$\omega$-Rothberger
P000222,true,Has a cofinite topology,P000151,true,Strategically Rothberger
P000222,true,Has a cofinite topology,P000163,true,Cardinality $\leq\mathfrak c$
P000222,true,Has a cofinite topology,P000180,true,Hereditarily separable
P000222,true,Has a cofinite topology,P000182,true,Has a countable network
P000222,true,Has a cofinite topology,P000209,true,Density $\leq\mathfrak c$
P000222,true,Has a cofinite topology,P000228,true,Weakly first countable
P000222,true,Has a cofinite topology,P000229,true,Semilocally simply connected
P000223,true,Locally contractible,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000223,true,Locally contractible,P000061,true,Cozero complemented
P000223,true,Locally contractible,P000081,true,Countably tight
P000224,true,Weakly locally contractible,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000224,true,Weakly locally contractible,P000061,true,Cozero complemented
P000225,true,$LC$,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000225,true,$LC$,P000061,true,Cozero complemented
P000225,true,$LC$,P000081,true,Countably tight
P000225,true,$LC$,P000223,true,Locally contractible
P000225,true,$LC$,P000224,true,Weakly locally contractible
P000225,true,$LC$,P000230,true,Locally simply connected
P000225,true,$LC$,P000231,true,Weakly locally simply connected
P000226,true,Artinian,P000022,true,Pseudocompact
P000226,true,Artinian,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000226,true,Artinian,P000064,true,Baire
P000226,true,Artinian,P000117,true,Has a $\sigma$-locally finite network
P000226,true,Artinian,P000118,true,Has a $\sigma$-locally finite $k$-network
P000226,true,Artinian,P000163,true,Cardinality $\leq\mathfrak c$
P000226,true,Artinian,P000206,true,Strongly Choquet
P000227,true,Has a discrete closed subset of size $\mathfrak c$,P000001,true,$T_0$
P000227,true,Has a discrete closed subset of size $\mathfrak c$,P000073,true,Sober
P000227,true,Has a discrete closed subset of size $\mathfrak c$,P000192,true,Quasi-sober
P000227,true,Has a discrete closed subset of size $\mathfrak c$,P000229,true,Semilocally simply connected
P000227,true,Has a discrete closed subset of size $\mathfrak c$,P000238,false,Has a real TVS topology
P000228,true,Weakly first countable,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000228,true,Weakly first countable,P000210,true,$\alpha_1$
P000228,true,Weakly first countable,P000211,true,$\alpha_{1.5}$
P000228,true,Weakly first countable,P000212,true,$\alpha_2$
P000228,true,Weakly first countable,P000213,true,$\alpha_3$
P000228,true,Weakly first countable,P000214,true,$\alpha_4$
P000228,false,Weakly first countable,P000229,true,Semilocally simply connected
P000229,false,Semilocally simply connected,P000233,true,Has open path components
P000229,false,Semilocally simply connected,P000234,true,Has open connected components
P000229,false,Semilocally simply connected,P000243,true,Has countable $\pi$-weight
P000229,false,Semilocally simply connected,P000244,true,Has countable $\pi$-character
P000230,true,Locally simply connected,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000230,true,Locally simply connected,P000061,true,Cozero complemented
P000230,true,Locally simply connected,P000081,true,Countably tight
P000230,true,Locally simply connected,P000223,true,Locally contractible
P000230,true,Locally simply connected,P000224,true,Weakly locally contractible
P000230,true,Locally simply connected,P000225,true,$LC$
P000230,true,Locally simply connected,P000239,true,Semilocally contractible
P000231,true,Weakly locally simply connected,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000231,true,Weakly locally simply connected,P000061,true,Cozero complemented
P000231,true,Weakly locally simply connected,P000224,true,Weakly locally contractible
P000231,true,Weakly locally simply connected,P000239,true,Semilocally contractible
P000232,true,$LC^1$,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000232,true,$LC^1$,P000061,true,Cozero complemented
P000232,true,$LC^1$,P000081,true,Countably tight
P000232,true,$LC^1$,P000223,true,Locally contractible
P000232,true,$LC^1$,P000224,true,Weakly locally contractible
P000232,true,$LC^1$,P000225,true,$LC$
P000232,true,$LC^1$,P000230,true,Locally simply connected
P000232,true,$LC^1$,P000231,true,Weakly locally simply connected
P000232,true,$LC^1$,P000239,true,Semilocally contractible
P000233,true,Has open path components,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000234,true,Has open connected components,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000235,true,Locally a Euclidean half-space,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000235,true,Locally a Euclidean half-space,P000061,true,Cozero complemented
P000236,true,Locally an $n$-Euclidean half-space,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000236,true,Locally an $n$-Euclidean half-space,P000061,true,Cozero complemented
P000237,true,Topological $n$-manifold with boundary,P000184,true,Embeddable into Euclidean space
P000237,true,Topological $n$-manifold with boundary,P000240,true,CW complex
P000238,true,Has a real TVS topology,P000013,true,Normal
P000238,true,Has a real TVS topology,P000014,true,Completely normal
P000238,true,Has a real TVS topology,P000015,true,Perfectly normal
P000238,true,Has a real TVS topology,P000018,true,Lindelöf
P000238,true,Has a real TVS topology,P000026,true,Separable
P000238,true,Has a real TVS topology,P000029,true,Countable chain condition
P000238,true,Has a real TVS topology,P000030,true,Paracompact
P000238,true,Has a real TVS topology,P000031,true,Metacompact
P000238,true,Has a real TVS topology,P000032,true,Countably paracompact
P000238,true,Has a real TVS topology,P000033,true,Countably metacompact
P000238,true,Has a real TVS topology,P000034,true,Fully normal
P000238,true,Has a real TVS topology,P000038,true,Injectively path connected
P000238,true,Has a real TVS topology,P000043,true,Locally injectively path connected
P000238,true,Has a real TVS topology,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000238,true,Has a real TVS topology,P000061,true,Cozero complemented
P000238,true,Has a real TVS topology,P000062,true,Weakly Lindelöf
P000238,true,Has a real TVS topology,P000081,true,Countably tight
P000238,true,Has a real TVS topology,P000083,true,Meta-Lindelöf
P000238,true,Has a real TVS topology,P000088,true,Collectionwise normal
P000238,true,Has a real TVS topology,P000105,true,Para-Lindelöf
P000238,true,Has a real TVS topology,P000108,true,Hereditarily collectionwise normal
P000238,true,Has a real TVS topology,P000115,true,Subparacompact
P000238,true,Has a real TVS topology,P000117,true,Has a $\sigma$-locally finite network
P000238,true,Has a real TVS topology,P000118,true,Has a $\sigma$-locally finite $k$-network
P000238,true,Has a real TVS topology,P000128,true,$k$-Lindelöf
P000238,true,Has a real TVS topology,P000131,true,Hereditarily Lindelöf
P000238,true,Has a real TVS topology,P000132,true,$G_\delta$ space
P000238,true,Has a real TVS topology,P000145,true,Strongly paracompact
P000238,true,Has a real TVS topology,P000149,true,$\omega$-Lindelöf
P000238,true,Has a real TVS topology,P000163,true,Cardinality $\leq\mathfrak c$
P000238,true,Has a real TVS topology,P000165,true,Pseudonormal
P000238,true,Has a real TVS topology,P000180,true,Hereditarily separable
P000238,true,Has a real TVS topology,P000182,true,Has a countable network
P000238,true,Has a real TVS topology,P000183,true,Has a countable $k$-network
P000238,true,Has a real TVS topology,P000193,true,Shrinking
P000238,true,Has a real TVS topology,P000194,true,Submetacompact
P000238,true,Has a real TVS topology,P000197,true,Has countable spread
P000238,true,Has a real TVS topology,P000198,true,Has countable extent
P000238,true,Has a real TVS topology,P000207,true,Strongly collectionwise normal
P000238,true,Has a real TVS topology,P000209,true,Density $\leq\mathfrak c$
P000238,true,Has a real TVS topology,P000216,true,Hereditarily paracompact
P000239,true,Semilocally contractible,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000239,true,Semilocally contractible,P000061,true,Cozero complemented
P000239,true,Semilocally contractible,P000224,true,Weakly locally contractible
P000239,true,Semilocally contractible,P000231,true,Weakly locally simply connected
P000240,true,CW complex,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000240,true,CW complex,P000064,true,Baire
P000240,true,CW complex,P000080,true,Fréchet Urysohn
P000240,true,CW complex,P000106,true,Has a $G_\delta$-diagonal
P000240,true,CW complex,P000109,true,Monotonically normal
P000240,true,CW complex,P000112,true,Submetrizable
P000240,true,CW complex,P000117,true,Has a $\sigma$-locally finite network
P000240,true,CW complex,P000162,true,Realcompact
P000240,true,CW complex,P000172,true,Radial
P000240,true,CW complex,P000177,true,$\sigma$-space
P000240,true,CW complex,P000206,true,Strongly Choquet
P000240,true,CW complex,P000215,true,Hereditarily realcompact
P000240,true,CW complex,P000244,true,Has countable $\pi$-character
P000241,true,Locally a Euclidean half-line,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000241,true,Locally a Euclidean half-line,P000061,true,Cozero complemented
P000241,true,Locally a Euclidean half-line,P000209,true,Density $\leq\mathfrak c$
P000242,true,Weakly contractible,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000242,true,Weakly contractible,P000061,true,Cozero complemented
P000242,true,Weakly contractible,P000199,true,Contractible
P000242,true,Weakly contractible,P000209,true,Density $\leq\mathfrak c$
P000242,true,Weakly contractible,P000224,true,Weakly locally contractible
P000242,true,Weakly contractible,P000239,true,Semilocally contractible
P000243,true,Has countable $\pi$-weight,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000243,true,Has countable $\pi$-weight,P000061,true,Cozero complemented
P000244,true,Has countable $\pi$-character,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000245,true,Has finitely many open sets,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000245,true,Has finitely many open sets,P000064,true,Baire
P000245,true,Has finitely many open sets,P000163,true,Cardinality $\leq\mathfrak c$
P000245,true,Has finitely many open sets,P000206,true,Strongly Choquet
P000245,true,Has finitely many open sets,P000219,true,Toronto
