antecedent_uid,antecedent_value,antecedent_name,consequent_uid,consequent_value,consequent_name
P000138,true,Countably-many continuous self-maps,P000160,true,Strategically $k$-Menger
P000138,true,Countably-many continuous self-maps,P000161,true,Markov $k$-Menger
P000138,true,Countably-many continuous self-maps,P000172,true,Radial
P000138,true,Countably-many continuous self-maps,P000173,true,Pseudoradial
P000138,true,Countably-many continuous self-maps,P000174,true,Well-based
P000138,true,Countably-many continuous self-maps,P000183,true,Has a countable $k$-network
P000138,true,Countably-many continuous self-maps,P000187,true,W-space
P000138,true,Countably-many continuous self-maps,P000192,true,Quasi-sober
P000138,true,Countably-many continuous self-maps,P000194,true,Submetacompact
P000138,true,Countably-many continuous self-maps,P000205,false,Cut point space
P000138,true,Countably-many continuous self-maps,P000206,true,Strongly Choquet
P000138,true,Countably-many continuous self-maps,P000210,true,$\alpha_1$
P000138,true,Countably-many continuous self-maps,P000211,true,$\alpha_{1.5}$
P000138,true,Countably-many continuous self-maps,P000212,true,$\alpha_2$
P000138,true,Countably-many continuous self-maps,P000213,true,$\alpha_3$
P000138,true,Countably-many continuous self-maps,P000214,true,$\alpha_4$
P000138,true,Countably-many continuous self-maps,P000219,true,Toronto
P000138,true,Countably-many continuous self-maps,P000228,true,Weakly first countable
P000138,true,Countably-many continuous self-maps,P000229,true,Semilocally simply connected
P000138,true,Countably-many continuous self-maps,P000234,true,Has open connected components
P000138,true,Countably-many continuous self-maps,P000243,true,Has countable $\pi$-weight
P000138,true,Countably-many continuous self-maps,P000244,true,Has countable $\pi$-character
P000139,true,Has an isolated point,P000064,true,Baire
P000139,true,Has an isolated point,P000206,true,Strongly Choquet
P000139,true,Has an isolated point,P000229,true,Semilocally simply connected
P000139,false,Has an isolated point,P000209,true,Density $\leq\mathfrak c$
P000140,true,$k_1$-space,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000140,false,$k_1$-space,P000209,true,Density $\leq\mathfrak c$
P000140,false,$k_1$-space,P000229,true,Semilocally simply connected
P000141,true,$k_2$-space,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000141,false,$k_2$-space,P000209,true,Density $\leq\mathfrak c$
P000141,false,$k_2$-space,P000229,true,Semilocally simply connected
P000142,true,$k_3$-space,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000142,false,$k_3$-space,P000209,true,Density $\leq\mathfrak c$
P000142,false,$k_3$-space,P000229,true,Semilocally simply connected
P000143,false,Weak Hausdorff,P000209,true,Density $\leq\mathfrak c$
P000143,false,Weak Hausdorff,P000210,true,$\alpha_1$
P000143,false,Weak Hausdorff,P000211,true,$\alpha_{1.5}$
P000143,false,Weak Hausdorff,P000212,true,$\alpha_2$
P000143,false,Weak Hausdorff,P000213,true,$\alpha_3$
P000143,false,Weak Hausdorff,P000214,true,$\alpha_4$
P000143,false,Weak Hausdorff,P000229,true,Semilocally simply connected
P000144,true,Locally pseudometrizable,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000144,true,Locally pseudometrizable,P000061,true,Cozero complemented
P000144,false,Locally pseudometrizable,P000209,true,Density $\leq\mathfrak c$
P000144,false,Locally pseudometrizable,P000229,true,Semilocally simply connected
P000145,true,Strongly paracompact,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000145,false,Strongly paracompact,P000209,true,Density $\leq\mathfrak c$
P000145,false,Strongly paracompact,P000229,true,Semilocally simply connected
P000146,true,Ultraparacompact,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000146,true,Ultraparacompact,P000229,true,Semilocally simply connected
P000146,false,Ultraparacompact,P000175,true,Cardinality $\geq 3$
P000146,false,Ultraparacompact,P000209,true,Density $\leq\mathfrak c$
P000147,true,P-space,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000147,true,P-space,P000172,true,Radial
P000147,true,P-space,P000173,true,Pseudoradial
P000147,true,P-space,P000229,true,Semilocally simply connected
P000147,false,P-space,P000209,true,Density $\leq\mathfrak c$
P000148,true,CGWH,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000148,false,CGWH,P000209,true,Density $\leq\mathfrak c$
P000148,false,CGWH,P000229,true,Semilocally simply connected
P000149,true,$\omega$-Lindelöf,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000149,true,$\omega$-Lindelöf,P000128,true,$k$-Lindelöf
P000149,true,$\omega$-Lindelöf,P000209,true,Density $\leq\mathfrak c$
P000149,false,$\omega$-Lindelöf,P000229,true,Semilocally simply connected
P000150,true,$\omega$-Rothberger,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000150,true,$\omega$-Rothberger,P000128,true,$k$-Lindelöf
P000150,true,$\omega$-Rothberger,P000163,true,Cardinality $\leq\mathfrak c$
P000150,true,$\omega$-Rothberger,P000209,true,Density $\leq\mathfrak c$
P000150,true,$\omega$-Rothberger,P000217,true,Strongly zero-dimensional
P000150,true,$\omega$-Rothberger,P000229,true,Semilocally simply connected
P000151,true,Strategically Rothberger,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000151,true,Strategically Rothberger,P000072,true,2-Markov Menger
P000151,true,Strategically Rothberger,P000128,true,$k$-Lindelöf
P000151,true,Strategically Rothberger,P000163,true,Cardinality $\leq\mathfrak c$
P000151,true,Strategically Rothberger,P000209,true,Density $\leq\mathfrak c$
P000151,true,Strategically Rothberger,P000217,true,Strongly zero-dimensional
P000151,true,Strategically Rothberger,P000229,true,Semilocally simply connected
P000152,true,Markov Rothberger,P000017,true,$\sigma$-compact
P000152,true,Markov Rothberger,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000152,true,Markov Rothberger,P000061,true,Cozero complemented
P000152,true,Markov Rothberger,P000081,true,Countably tight
P000152,true,Markov Rothberger,P000128,true,$k$-Lindelöf
P000152,true,Markov Rothberger,P000163,true,Cardinality $\leq\mathfrak c$
P000152,true,Markov Rothberger,P000209,true,Density $\leq\mathfrak c$
P000152,true,Markov Rothberger,P000217,true,Strongly zero-dimensional
P000152,true,Markov Rothberger,P000229,true,Semilocally simply connected
P000152,true,Markov Rothberger,P000244,true,Has countable $\pi$-character
P000153,true,$\omega$-Menger,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000153,true,$\omega$-Menger,P000128,true,$k$-Lindelöf
P000153,true,$\omega$-Menger,P000209,true,Density $\leq\mathfrak c$
P000153,false,$\omega$-Menger,P000229,true,Semilocally simply connected
P000154,true,GO-space,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000154,false,GO-space,P000209,true,Density $\leq\mathfrak c$
P000155,true,Locally $1$-Euclidean,P000036,true,Connected
P000155,true,Locally $1$-Euclidean,P000037,true,Path connected
P000155,true,Locally $1$-Euclidean,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000155,true,Locally $1$-Euclidean,P000061,true,Cozero complemented
P000155,true,Locally $1$-Euclidean,P000189,true,$\sigma$-connected
P000155,true,Locally $1$-Euclidean,P000209,true,Density $\leq\mathfrak c$
P000156,true,$k$-Rothberger,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000156,true,$k$-Rothberger,P000069,true,Strategic Menger
P000156,true,$k$-Rothberger,P000072,true,2-Markov Menger
P000156,true,$k$-Rothberger,P000157,true,Strategically $k$-Rothberger
P000156,true,$k$-Rothberger,P000160,true,Strategically $k$-Menger
P000156,true,$k$-Rothberger,P000209,true,Density $\leq\mathfrak c$
P000156,false,$k$-Rothberger,P000229,true,Semilocally simply connected
P000157,true,Strategically $k$-Rothberger,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000157,true,Strategically $k$-Rothberger,P000069,true,Strategic Menger
P000157,true,Strategically $k$-Rothberger,P000072,true,2-Markov Menger
P000157,true,Strategically $k$-Rothberger,P000209,true,Density $\leq\mathfrak c$
P000157,false,Strategically $k$-Rothberger,P000229,true,Semilocally simply connected
P000158,true,Markov $k$-Rothberger,P000017,true,$\sigma$-compact
P000158,true,Markov $k$-Rothberger,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000158,true,Markov $k$-Rothberger,P000111,true,Hemicompact
P000158,true,Markov $k$-Rothberger,P000209,true,Density $\leq\mathfrak c$
P000158,false,Markov $k$-Rothberger,P000229,true,Semilocally simply connected
P000159,true,$k$-Menger,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000159,true,$k$-Menger,P000069,true,Strategic Menger
P000159,true,$k$-Menger,P000072,true,2-Markov Menger
P000159,true,$k$-Menger,P000156,true,$k$-Rothberger
P000159,true,$k$-Menger,P000157,true,Strategically $k$-Rothberger
P000159,true,$k$-Menger,P000160,true,Strategically $k$-Menger
P000159,true,$k$-Menger,P000209,true,Density $\leq\mathfrak c$
P000159,false,$k$-Menger,P000229,true,Semilocally simply connected
P000160,true,Strategically $k$-Menger,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000160,true,Strategically $k$-Menger,P000069,true,Strategic Menger
P000160,true,Strategically $k$-Menger,P000072,true,2-Markov Menger
P000160,true,Strategically $k$-Menger,P000156,true,$k$-Rothberger
P000160,true,Strategically $k$-Menger,P000157,true,Strategically $k$-Rothberger
P000160,true,Strategically $k$-Menger,P000209,true,Density $\leq\mathfrak c$
P000160,false,Strategically $k$-Menger,P000229,true,Semilocally simply connected
P000161,true,Markov $k$-Menger,P000017,true,$\sigma$-compact
P000161,true,Markov $k$-Menger,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000161,true,Markov $k$-Menger,P000111,true,Hemicompact
P000161,true,Markov $k$-Menger,P000156,true,$k$-Rothberger
P000161,true,Markov $k$-Menger,P000157,true,Strategically $k$-Rothberger
P000161,true,Markov $k$-Menger,P000158,true,Markov $k$-Rothberger
P000161,true,Markov $k$-Menger,P000209,true,Density $\leq\mathfrak c$
P000161,false,Markov $k$-Menger,P000229,true,Semilocally simply connected
P000162,true,Realcompact,P000033,true,Countably metacompact
P000162,true,Realcompact,P000115,true,Subparacompact
P000162,true,Realcompact,P000194,true,Submetacompact
P000162,false,Realcompact,P000209,true,Density $\leq\mathfrak c$
P000162,false,Realcompact,P000229,true,Semilocally simply connected
P000163,false,Cardinality $\leq\mathfrak c$,P000192,true,Quasi-sober
P000163,false,Cardinality $\leq\mathfrak c$,P000194,true,Submetacompact
P000163,false,Cardinality $\leq\mathfrak c$,P000206,true,Strongly Choquet
P000163,false,Cardinality $\leq\mathfrak c$,P000229,true,Semilocally simply connected
P000165,false,Pseudonormal,P000175,true,Cardinality $\geq 3$
P000165,false,Pseudonormal,P000209,true,Density $\leq\mathfrak c$
P000165,false,Pseudonormal,P000229,true,Semilocally simply connected
P000166,true,Has a coarser separable metrizable topology,P000103,true,Strongly KC
P000166,false,Has a coarser separable metrizable topology,P000229,true,Semilocally simply connected
P000167,true,Sequentially discrete,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000167,true,Sequentially discrete,P000061,true,Cozero complemented
P000167,true,Sequentially discrete,P000100,true,KC
P000167,true,Sequentially discrete,P000103,true,Strongly KC
P000167,true,Sequentially discrete,P000143,true,Weak Hausdorff
P000167,true,Sequentially discrete,P000170,true,$k_1$-Hausdorff
P000167,true,Sequentially discrete,P000171,true,$k_2$-Hausdorff
P000167,true,Sequentially discrete,P000204,false,Has a cut point
P000167,true,Sequentially discrete,P000205,false,Cut point space
P000167,false,Sequentially discrete,P000209,true,Density $\leq\mathfrak c$
P000168,true,Countable sets are discrete,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000168,true,Countable sets are discrete,P000061,true,Cozero complemented
P000168,true,Countable sets are discrete,P000064,true,Baire
P000168,true,Countable sets are discrete,P000083,true,Meta-Lindelöf
P000168,true,Countable sets are discrete,P000105,true,Para-Lindelöf
P000168,true,Countable sets are discrete,P000204,false,Has a cut point
P000168,true,Countable sets are discrete,P000205,false,Cut point space
P000168,true,Countable sets are discrete,P000206,true,Strongly Choquet
P000168,false,Countable sets are discrete,P000209,true,Density $\leq\mathfrak c$
P000169,true,Semi-Hausdorff,P000073,true,Sober
P000169,true,Semi-Hausdorff,P000192,true,Quasi-sober
P000169,false,Semi-Hausdorff,P000209,true,Density $\leq\mathfrak c$
P000169,false,Semi-Hausdorff,P000229,true,Semilocally simply connected
P000170,false,$k_1$-Hausdorff,P000209,true,Density $\leq\mathfrak c$
P000170,false,$k_1$-Hausdorff,P000229,true,Semilocally simply connected
P000171,false,$k_2$-Hausdorff,P000172,true,Radial
P000171,false,$k_2$-Hausdorff,P000173,true,Pseudoradial
P000171,false,$k_2$-Hausdorff,P000209,true,Density $\leq\mathfrak c$
P000171,false,$k_2$-Hausdorff,P000210,true,$\alpha_1$
P000171,false,$k_2$-Hausdorff,P000211,true,$\alpha_{1.5}$
P000171,false,$k_2$-Hausdorff,P000212,true,$\alpha_2$
P000171,false,$k_2$-Hausdorff,P000213,true,$\alpha_3$
P000171,false,$k_2$-Hausdorff,P000214,true,$\alpha_4$
P000171,false,$k_2$-Hausdorff,P000229,true,Semilocally simply connected
P000172,true,Radial,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000172,false,Radial,P000194,true,Submetacompact
P000172,false,Radial,P000209,true,Density $\leq\mathfrak c$
P000172,false,Radial,P000229,true,Semilocally simply connected
P000173,true,Pseudoradial,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000173,false,Pseudoradial,P000194,true,Submetacompact
P000173,false,Pseudoradial,P000209,true,Density $\leq\mathfrak c$
P000173,false,Pseudoradial,P000229,true,Semilocally simply connected
P000174,true,Well-based,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000174,false,Well-based,P000194,true,Submetacompact
P000174,false,Well-based,P000209,true,Density $\leq\mathfrak c$
P000174,false,Well-based,P000229,true,Semilocally simply connected
P000175,false,Cardinality $\geq 3$,P000193,true,Shrinking
P000175,false,Cardinality $\geq 3$,P000207,true,Strongly collectionwise normal
P000175,false,Cardinality $\geq 3$,P000218,true,Ultranormal
P000177,true,$\sigma$-space,P000006,true,$T_{3 \frac{1}{2}}$
P000177,true,$\sigma$-space,P000009,true,Functionally Hausdorff
P000177,true,$\sigma$-space,P000012,true,Completely regular
P000177,true,$\sigma$-space,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000177,true,$\sigma$-space,P000061,true,Cozero complemented
P000177,true,$\sigma$-space,P000081,true,Countably tight
P000177,true,$\sigma$-space,P000103,true,Strongly KC
P000177,true,$\sigma$-space,P000106,true,Has a $G_\delta$-diagonal
P000177,true,$\sigma$-space,P000112,true,Submetrizable
P000177,true,$\sigma$-space,P000115,true,Subparacompact
P000177,true,$\sigma$-space,P000162,true,Realcompact
P000177,true,$\sigma$-space,P000194,true,Submetacompact
P000177,true,$\sigma$-space,P000215,true,Hereditarily realcompact
P000177,false,$\sigma$-space,P000209,true,Density $\leq\mathfrak c$
P000177,false,$\sigma$-space,P000229,true,Semilocally simply connected
P000178,true,$\aleph$-space,P000006,true,$T_{3 \frac{1}{2}}$
P000178,true,$\aleph$-space,P000007,true,$T_4$
P000178,true,$\aleph$-space,P000008,true,$T_5$
P000178,true,$\aleph$-space,P000009,true,Functionally Hausdorff
P000178,true,$\aleph$-space,P000012,true,Completely regular
P000178,true,$\aleph$-space,P000013,true,Normal
P000178,true,$\aleph$-space,P000014,true,Completely normal
P000178,true,$\aleph$-space,P000015,true,Perfectly normal
P000178,true,$\aleph$-space,P000030,true,Paracompact
P000178,true,$\aleph$-space,P000031,true,Metacompact
P000178,true,$\aleph$-space,P000032,true,Countably paracompact
P000178,true,$\aleph$-space,P000034,true,Fully normal
P000178,true,$\aleph$-space,P000035,true,Fully $T_4$
P000178,true,$\aleph$-space,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000178,true,$\aleph$-space,P000061,true,Cozero complemented
P000178,true,$\aleph$-space,P000067,true,$T_6$
P000178,true,$\aleph$-space,P000081,true,Countably tight
P000178,true,$\aleph$-space,P000083,true,Meta-Lindelöf
P000178,true,$\aleph$-space,P000088,true,Collectionwise normal
P000178,true,$\aleph$-space,P000103,true,Strongly KC
P000178,true,$\aleph$-space,P000105,true,Para-Lindelöf
P000178,true,$\aleph$-space,P000106,true,Has a $G_\delta$-diagonal
P000178,true,$\aleph$-space,P000108,true,Hereditarily collectionwise normal
P000178,true,$\aleph$-space,P000112,true,Submetrizable
P000178,true,$\aleph$-space,P000115,true,Subparacompact
P000178,true,$\aleph$-space,P000162,true,Realcompact
P000178,true,$\aleph$-space,P000165,true,Pseudonormal
P000178,true,$\aleph$-space,P000193,true,Shrinking
P000178,true,$\aleph$-space,P000194,true,Submetacompact
P000178,true,$\aleph$-space,P000207,true,Strongly collectionwise normal
P000178,true,$\aleph$-space,P000215,true,Hereditarily realcompact
P000178,true,$\aleph$-space,P000216,true,Hereditarily paracompact
P000178,false,$\aleph$-space,P000209,true,Density $\leq\mathfrak c$
P000178,false,$\aleph$-space,P000229,true,Semilocally simply connected
P000179,true,$\aleph_0$-space,P000128,true,$k$-Lindelöf
P000179,true,$\aleph_0$-space,P000149,true,$\omega$-Lindelöf
P000179,false,$\aleph_0$-space,P000229,true,Semilocally simply connected
P000180,true,Hereditarily separable,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000180,true,Hereditarily separable,P000061,true,Cozero complemented
P000180,true,Hereditarily separable,P000163,true,Cardinality $\leq\mathfrak c$
P000180,false,Hereditarily separable,P000229,true,Semilocally simply connected
P000181,true,Countably infinite,P000061,true,Cozero complemented
P000181,true,Countably infinite,P000118,true,Has a $\sigma$-locally finite $k$-network
P000181,true,Countably infinite,P000128,true,$k$-Lindelöf
P000181,true,Countably infinite,P000183,true,Has a countable $k$-network
P000181,true,Countably infinite,P000229,true,Semilocally simply connected
P000181,true,Countably infinite,P000243,true,Has countable $\pi$-weight
P000181,true,Countably infinite,P000244,true,Has countable $\pi$-character
P000182,true,Has a countable network,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000182,true,Has a countable network,P000061,true,Cozero complemented
P000182,true,Has a countable network,P000128,true,$k$-Lindelöf
P000182,true,Has a countable network,P000149,true,$\omega$-Lindelöf
P000182,true,Has a countable network,P000163,true,Cardinality $\leq\mathfrak c$
P000182,false,Has a countable network,P000229,true,Semilocally simply connected
P000183,true,Has a countable $k$-network,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000183,true,Has a countable $k$-network,P000061,true,Cozero complemented
P000183,true,Has a countable $k$-network,P000128,true,$k$-Lindelöf
P000183,true,Has a countable $k$-network,P000149,true,$\omega$-Lindelöf
P000183,true,Has a countable $k$-network,P000163,true,Cardinality $\leq\mathfrak c$
P000183,false,Has a countable $k$-network,P000229,true,Semilocally simply connected
P000184,false,Embeddable into Euclidean space,P000229,true,Semilocally simply connected
P000185,true,Partition topology,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000185,true,Partition topology,P000186,true,Embeds in a topological $W$-group
P000185,false,Partition topology,P000209,true,Density $\leq\mathfrak c$
P000186,true,Embeds in a topological $W$-group,P000033,true,Countably metacompact
P000186,true,Embeds in a topological $W$-group,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000186,true,Embeds in a topological $W$-group,P000244,true,Has countable $\pi$-character
P000186,false,Embeds in a topological $W$-group,P000209,true,Density $\leq\mathfrak c$
P000186,false,Embeds in a topological $W$-group,P000229,true,Semilocally simply connected
P000187,true,W-space,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000187,false,W-space,P000209,true,Density $\leq\mathfrak c$
P000187,false,W-space,P000229,true,Semilocally simply connected
P000188,true,Continuum,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000188,true,Continuum,P000173,true,Pseudoradial
P000188,true,Continuum,P000209,true,Density $\leq\mathfrak c$
P000188,false,Continuum,P000229,true,Semilocally simply connected
P000189,true,$\sigma$-connected,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000189,true,$\sigma$-connected,P000209,true,Density $\leq\mathfrak c$
P000189,false,$\sigma$-connected,P000229,true,Semilocally simply connected
P000190,true,Ordinal space,P000058,true,Cardinality $\lt\mathfrak c$
P000190,true,Ordinal space,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000190,true,Ordinal space,P000163,true,Cardinality $\leq\mathfrak c$
P000190,true,Ordinal space,P000198,true,Has countable extent
P000190,true,Ordinal space,P000209,true,Density $\leq\mathfrak c$
P000190,true,Ordinal space,P000227,false,Has a discrete closed subset of size $\mathfrak c$
P000191,true,Has points $G_\delta$,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000191,false,Has points $G_\delta$,P000209,true,Density $\leq\mathfrak c$
P000191,false,Has points $G_\delta$,P000229,true,Semilocally simply connected
P000192,false,Quasi-sober,P000198,true,Has countable extent
P000192,false,Quasi-sober,P000209,true,Density $\leq\mathfrak c$
P000192,false,Quasi-sober,P000210,true,$\alpha_1$
P000192,false,Quasi-sober,P000211,true,$\alpha_{1.5}$
P000192,false,Quasi-sober,P000212,true,$\alpha_2$
P000192,false,Quasi-sober,P000213,true,$\alpha_3$
P000192,false,Quasi-sober,P000214,true,$\alpha_4$
P000192,false,Quasi-sober,P000217,true,Strongly zero-dimensional
P000192,false,Quasi-sober,P000229,true,Semilocally simply connected
P000192,false,Quasi-sober,P000234,true,Has open connected components
P000193,true,Shrinking,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000193,false,Shrinking,P000209,true,Density $\leq\mathfrak c$
P000193,false,Shrinking,P000229,true,Semilocally simply connected
P000194,true,Submetacompact,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000194,false,Submetacompact,P000209,true,Density $\leq\mathfrak c$
P000194,false,Submetacompact,P000210,true,$\alpha_1$
P000194,false,Submetacompact,P000211,true,$\alpha_{1.5}$
P000194,false,Submetacompact,P000212,true,$\alpha_2$
P000194,false,Submetacompact,P000213,true,$\alpha_3$
P000194,false,Submetacompact,P000214,true,$\alpha_4$
P000194,false,Submetacompact,P000229,true,Semilocally simply connected
P000195,true,Stone space,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000195,true,Stone space,P000209,true,Density $\leq\mathfrak c$
P000195,true,Stone space,P000210,true,$\alpha_1$
P000195,true,Stone space,P000211,true,$\alpha_{1.5}$
P000195,true,Stone space,P000212,true,$\alpha_2$
P000195,true,Stone space,P000213,true,$\alpha_3$
P000195,true,Stone space,P000214,true,$\alpha_4$
P000196,true,Hereditarily connected,P000023,true,Weakly locally compact
P000196,true,Hereditarily connected,P000028,true,First countable
P000196,true,Hereditarily connected,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000196,true,Hereditarily connected,P000079,true,Sequential
P000196,true,Hereditarily connected,P000080,true,Fréchet Urysohn
P000196,true,Hereditarily connected,P000081,true,Countably tight
P000196,true,Hereditarily connected,P000130,true,Locally compact
P000196,true,Hereditarily connected,P000140,true,$k_1$-space
P000196,true,Hereditarily connected,P000141,true,$k_2$-space
P000196,true,Hereditarily connected,P000163,true,Cardinality $\leq\mathfrak c$
P000196,true,Hereditarily connected,P000187,true,W-space
P000196,true,Hereditarily connected,P000209,true,Density $\leq\mathfrak c$
P000196,true,Hereditarily connected,P000228,true,Weakly first countable
P000196,true,Hereditarily connected,P000244,true,Has countable $\pi$-character
P000197,true,Has countable spread,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000197,true,Has countable spread,P000061,true,Cozero complemented
P000197,true,Has countable spread,P000163,true,Cardinality $\leq\mathfrak c$
P000197,true,Has countable spread,P000209,true,Density $\leq\mathfrak c$
P000197,false,Has countable spread,P000229,true,Semilocally simply connected
P000198,true,Has countable extent,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000198,true,Has countable extent,P000209,true,Density $\leq\mathfrak c$
P000198,false,Has countable extent,P000227,true,Has a discrete closed subset of size $\mathfrak c$
P000198,false,Has countable extent,P000229,true,Semilocally simply connected
P000199,true,Contractible,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000199,true,Contractible,P000061,true,Cozero complemented
P000199,true,Contractible,P000209,true,Density $\leq\mathfrak c$
P000200,true,Simply connected,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000200,true,Simply connected,P000061,true,Cozero complemented
P000200,true,Simply connected,P000209,true,Density $\leq\mathfrak c$
P000200,true,Simply connected,P000224,true,Weakly locally contractible
P000200,true,Simply connected,P000239,true,Semilocally contractible
P000201,true,Has a generic point,P000023,true,Weakly locally compact
P000201,true,Has a generic point,P000028,true,First countable
P000201,true,Has a generic point,P000042,true,Locally path connected
P000201,true,Has a generic point,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000201,true,Has a generic point,P000079,true,Sequential
P000201,true,Has a generic point,P000080,true,Fréchet Urysohn
P000201,true,Has a generic point,P000081,true,Countably tight
P000201,true,Has a generic point,P000117,true,Has a $\sigma$-locally finite network
P000201,true,Has a generic point,P000118,true,Has a $\sigma$-locally finite $k$-network
P000201,true,Has a generic point,P000130,true,Locally compact
P000201,true,Has a generic point,P000140,true,$k_1$-space
P000201,true,Has a generic point,P000141,true,$k_2$-space
P000201,true,Has a generic point,P000163,true,Cardinality $\leq\mathfrak c$
P000201,true,Has a generic point,P000172,true,Radial
P000201,true,Has a generic point,P000173,true,Pseudoradial
P000201,true,Has a generic point,P000174,true,Well-based
P000201,true,Has a generic point,P000187,true,W-space
P000201,true,Has a generic point,P000205,false,Cut point space
P000201,true,Has a generic point,P000210,true,$\alpha_1$
P000201,true,Has a generic point,P000211,true,$\alpha_{1.5}$
P000201,true,Has a generic point,P000212,true,$\alpha_2$
P000201,true,Has a generic point,P000213,true,$\alpha_3$
P000201,true,Has a generic point,P000214,true,$\alpha_4$
P000201,true,Has a generic point,P000223,true,Locally contractible
P000201,true,Has a generic point,P000225,true,$LC$
P000201,true,Has a generic point,P000228,true,Weakly first countable
P000201,true,Has a generic point,P000230,true,Locally simply connected
P000201,true,Has a generic point,P000232,true,$LC^1$
P000201,true,Has a generic point,P000243,true,Has countable $\pi$-weight
P000201,true,Has a generic point,P000244,true,Has countable $\pi$-character
P000202,true,Has a point with a unique neighborhood,P000028,true,First countable
P000202,true,Has a point with a unique neighborhood,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000202,true,Has a point with a unique neighborhood,P000079,true,Sequential
P000202,true,Has a point with a unique neighborhood,P000080,true,Fréchet Urysohn
P000202,true,Has a point with a unique neighborhood,P000081,true,Countably tight
P000202,true,Has a point with a unique neighborhood,P000141,true,$k_2$-space
P000202,true,Has a point with a unique neighborhood,P000163,true,Cardinality $\leq\mathfrak c$
P000202,true,Has a point with a unique neighborhood,P000172,true,Radial
P000202,true,Has a point with a unique neighborhood,P000173,true,Pseudoradial
P000202,true,Has a point with a unique neighborhood,P000174,true,Well-based
P000202,true,Has a point with a unique neighborhood,P000187,true,W-space
P000202,true,Has a point with a unique neighborhood,P000209,true,Density $\leq\mathfrak c$
P000202,true,Has a point with a unique neighborhood,P000210,true,$\alpha_1$
P000202,true,Has a point with a unique neighborhood,P000211,true,$\alpha_{1.5}$
P000202,true,Has a point with a unique neighborhood,P000212,true,$\alpha_2$
P000202,true,Has a point with a unique neighborhood,P000213,true,$\alpha_3$
P000202,true,Has a point with a unique neighborhood,P000214,true,$\alpha_4$
P000202,true,Has a point with a unique neighborhood,P000228,true,Weakly first countable
P000202,true,Has a point with a unique neighborhood,P000244,true,Has countable $\pi$-character
P000203,true,Almost discrete,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000203,true,Almost discrete,P000209,true,Density $\leq\mathfrak c$
P000203,true,Almost discrete,P000229,true,Semilocally simply connected
P000204,true,Has a cut point,P000001,true,$T_0$
P000204,true,Has a cut point,P000059,true,Cardinality $\leq 2^{\mathfrak c}$
P000204,true,Has a cut point,P000073,true,Sober
P000204,true,Has a cut point,P000107,true,Has a closed point
